CallerClass,CallerMethod,Permission
android/net/ConnectivityManager,enforceTetherChangePermission,android.permission.CHANGE_NETWORK_STATE
com/android/server/ConnectivityService,requestRouteToHostAddress,android.permission.CHANGE_NETWORK_STATE
com/android/server/ethernet/EthernetServiceImpl,setConfiguration,android.permission.CHANGE_NETWORK_STATE
com/android/server/ConnectivityService,pendingRequestForNetwork,android.permission.CHANGE_NETWORK_STATE
com/android/server/ConnectivityService,tether,android.permission.CHANGE_NETWORK_STATE
com/android/server/wifi/WifiServiceImpl,setWifiApEnabled,android.permission.CHANGE_NETWORK_STATE
com/android/server/ConnectivityService,setUsbTethering,android.permission.CHANGE_NETWORK_STATE
com/android/server/ConnectivityService,requestNetwork,android.permission.CHANGE_NETWORK_STATE
com/android/server/ConnectivityService,untether,android.permission.CHANGE_NETWORK_STATE
com/android/server/wifi/WifiServiceImpl,acquireMulticastLock,android.permission.CHANGE_WIFI_MULTICAST_STATE
com/android/server/wifi/WifiServiceImpl,initializeMulticastFiltering,android.permission.CHANGE_WIFI_MULTICAST_STATE
com/android/server/wifi/WifiServiceImpl,releaseMulticastLock,android.permission.CHANGE_WIFI_MULTICAST_STATE
com/android/server/wifi/WifiServiceImpl,enableNetwork,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,setWifiEnabled,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,removeNetwork,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,addOrUpdateNetwork,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,startLocationRestrictedScan,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiService,onBootPhase,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,stopBatchedScan,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,disableNetwork,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,checkAndStartWifi,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,pollBatchedScan,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,clearBlacklist,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,addToBlacklist,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,reassociate,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,setWifiApConfiguration,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,disconnect,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,reconnect,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,setFrequencyBand,android.permission.CHANGE_WIFI_STATE
com/android/server/wifi/WifiServiceImpl,saveConfiguration,android.permission.CHANGE_WIFI_STATE
com/android/server/pm/PackageManagerService,freeStorageAndNotify,android.permission.CLEAR_APP_CACHE
com/android/server/pm/PackageManagerService,freeStorage,android.permission.CLEAR_APP_CACHE
com/android/server/pm/PackageManagerService,clearApplicationUserData,android.permission.CLEAR_APP_USER_DATA
android/media/MediaRouter,<init>,android.permission.CONFIGURE_WIFI_DISPLAY
com/android/server/media/MediaRouterService,registerClientAsUser,android.permission.CONFIGURE_WIFI_DISPLAY
com/android/server/NetworkManagementService,setInterfaceDown,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,stopClatd,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setInterfaceConfig,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setMtu,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setDnsForwarders,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,isClatdStarted,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,denyProtect,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,startClatd,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setDnsServersForNetwork,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,isTetheringStarted,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,getInterfaceConfig,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,stopInterfaceForwarding,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,addVpnUidRanges,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,flushNetworkDnsCache,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,removeInterfaceFromLocalNetwork,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,addInterfaceToLocalNetwork,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,listInterfaces,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setIpForwardingEnabled,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,createPhysicalNetwork,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,createVirtualNetwork,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,removeNetwork,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,getDnsForwarders,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,startTethering,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,removeInterfaceFromNetwork,android.permission.CONNECTIVITY_INTERNAL
com/android/server/wifi/WifiServiceImpl,setWifiApEnabled,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,getIpForwardingEnabled,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,allowProtect,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setPermission,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setNetworkPermission,android.permission.CONNECTIVITY_INTERNAL
com/android/server/wifi/WifiServiceImpl,getWpsNfcConfigurationToken,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,startInterfaceForwarding,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,getAllNetworkState,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,addInterfaceToNetwork,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,clearDefaultNetId,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setDefaultNetId,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,addLegacyRouteForNetId,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,removeVpnUidRanges,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setInterfaceQuota,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,getRoutes,android.permission.CONNECTIVITY_INTERNAL
com/android/server/wifi/WifiServiceImpl,startWifi,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,removeRoute,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,removeInterfaceQuota,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,stopAccessPoint,android.permission.CONNECTIVITY_INTERNAL
com/android/server/wifi/WifiServiceImpl,setCountryCode,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setInterfaceAlert,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NsdService,setEnabled,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,removeInterfaceAlert,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,wifiFirmwareReload,android.permission.CONNECTIVITY_INTERNAL
com/android/server/wifi/WifiServiceImpl,stopWifi,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setAccessPoint,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,getNetworkStatsDetail,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,unregisterObserver,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,getNetworkStatsSummaryXt,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,getNetworkStatsSummaryDev,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,registerObserver,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,clearPermission,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,removeIdleTimer,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,systemReady,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,addIdleTimer,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setGlobalAlert,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,startAccessPoint,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,clearInterfaceAddresses,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,getNetworkStatsTethering,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setInterfaceIpv6PrivacyExtensions,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,tetherInterface,android.permission.CONNECTIVITY_INTERNAL
com/android/server/net/NetworkPolicyManagerService,registerListener,android.permission.CONNECTIVITY_INTERNAL
com/android/server/net/NetworkPolicyManagerService,unregisterListener,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,untetherInterface,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,listTetheredInterfaces,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setInterfaceUp,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,getNetworkStatsUidDetail,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,enableIpv6,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,disableIpv6,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,addRoute,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setInterfaceIpv6NdOffload,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,detachPppd,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,attachPppd,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,setUidNetworkRules,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,getActiveNetworkInfoForUid,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,listTtys,android.permission.CONNECTIVITY_INTERNAL
com/android/server/wifi/p2p/WifiP2pServiceImpl,setMiracastMode,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,disableNat,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,enableNat,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,isBandwidthControlEnabled,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,registerNetworkAgent,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,tether,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,sendConnectedBroadcast,android.permission.CONNECTIVITY_INTERNAL
com/android/server/NetworkManagementService,stopTethering,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,supplyMessenger,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,setDataDependency,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,captivePortalCheckCompleted,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,setProvisioningNotificationVisible,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,untether,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,getTetheredDhcpRanges,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,setAirplaneMode,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,unregisterNetworkFactory,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,registerNetworkFactory,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,setGlobalProxy,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,setUsbTethering,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,getMobileRedirectedProvisioningUrl,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,getMobileProvisioningUrl,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,findConnectionTypeForIface,android.permission.CONNECTIVITY_INTERNAL
android/net/ConnectivityManager,enforceTetherChangePermission,android.permission.CONNECTIVITY_INTERNAL
com/android/server/ConnectivityService,prepareVpn,android.permission.CONTROL_VPN
